1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
0.00008373974573293453,0.003429939299860967,0.0000029802178195616953,0.11411242544059665,0.000052420780308008756,0.49200117074624383,0.00012788700803355476,11.287958323524533,3.5055954462962697,1.0876888770973359,2.2981281781733225,3.69828039004217,1.3030767601943483,0.7150556921726666,0.22873062502079114,0.41001600030826446,106.99970062331427,140.9311380379114,281.57572651908606,9.10341130159769,55.92101875610215,64.65957800963442,1353.5326790582208,206.83188191921192,474.931885164094,484.3537581005787,115.10046903222239,36.769331610497126,8.068368403936397,53.84983607124846,16.810678719786154,1285.0451927078882,147.01053666230888,2531.0417674464197,29.78824163763429,65.30524405181423,677.3979297936601,4509.541333614204,775.8854334420494,384.5100519737834,1402.3725878659336,34.09465187801255,2792.7793330738177,14503.508917155068,9651.098516098258,375.18791526480294,440.01426801577185,414.4091081648051,2985.447705440188,8300.199117687549,293.6369963130105,326.2032411830681,898.9969262327064,1960.2622542987262,13496.00880482707,43975.29205991627,209.6344809388423,544.3314023327368
0.00008712024769224821,0.0006526060356210432,0.000002975780338540098,0.13058895985825053,0.000042807067763585296,0.461650289933898,0.00009312656111994313,6.409590044234078,1.2628747353604013,4.007295844427529,1.9015174664398196,3.5224750374837592,0.9727159871565326,0.6244307686550284,0.2985365134388192,0.7193654564271682,167.57554407371055,120.53407935226134,447.5844406455131,1.6499240237028083,76.6998368132451,104.10648350626498,1106.4112128634777,308.2752117987897,826.8231004457119,512.433886629788,112.31699884738988,24.53587570182122,12.213277453207128,73.62255811003801,3.3995860137170526,2527.5384914024985,166.95579983209953,4609.758585355932,13.88813694196213,81.2941298779695,1070.6145358843642,3923.7282707265886,881.047017126341,395.16057099420317,3881.5408708973764,64.81679098072402,1320.0129504096917,15626.876985911917,5583.426946669546,2289.412015869547,223.64113356487053,502.0300268171952,3766.780861257396,9282.2717873452,273.25930749185795,247.1670011505858,830.6428182402311,2743.112643271443,20338.16440844369,9310.041852064049,237.88930833083276,724.6563308115985
0.00008212896111530931,0.00266947972443225,0.000001934616695010177,0.13512775348256134,0.000053394712786125436,0.39529405199178413,0.00009139613293310744,10.82707438304412,0.9848368198852129,1.0512561106625096,1.7949189926135323,5.703101114477026,0.9947814396951348,0.5213367449735093,0.8294869763663986,0.6136671051853719,189.08661855735113,137.14332234560447,1392.0673260157796,2.353153991624916,47.226301756265286,82.76377646350198,1022.3173028227454,289.6889782749868,688.1911248293763,532.9312786336399,119.40833408445161,37.9363783937803,7.759343590276206,69.87315860904194,3.2391991450827984,1124.9558993085757,152.17373894892975,6573.719679089199,50.08069242007498,203.94062591678454,692.1210775382782,3377.842474351195,558.8162240053535,368.46359034642427,1316.9240717995094,34.11168239291207,873.5025576678782,33257.61928477256,9691.416012135904,1248.4154781676848,255.9516590206739,253.89440998675278,2135.717366689537,7402.134867806293,415.8580672119518,301.32574139279325,864.225721448274,783.6462342536157,15780.479689754022,2432.999022170066,258.53491105267295,525.0756319231444
0.00008717110275784991,0.0003246151254941198,0.0000019007804269134755,0.1342150692017446,0.0000350840653488018,0.40583411748033915,0.00008613054977830134,4.5720120280835435,2.241059099402073,1.3228888750049512,1.7673579264456547,3.3124749979513237,0.9153384462416403,1.0220617959998282,0.245616725199633,0.18275371592261672,105.10163944442415,132.3635433877813,320.5224126756509,1.7838681563906034,304.5151822051311,83.0779798772612,2604.105899586672,361.02356765782883,405.6071319319946,743.8796758252402,191.00085140680005,31.086614122214232,9.047681454568071,82.33902482616591,6.175765514803618,1386.061387543145,129.41161388721596,3648.2869845357586,14.726498462428887,167.17957637588128,866.6154656260665,7018.715300277981,532.1125301450944,3563.5684532577366,1128.7293562273856,40.17656937059018,876.4744954557142,16520.96041234563,7128.306755676205,630.2755078869392,302.7489987119923,163.26359933850318,6478.265843104307,11463.960045784816,298.9065256461273,155.9759984018737,841.1380217377791,942.7850317831861,22851.825485248268,1909.3420701020912,363.73305395694945,582.6859154547889
0.0000842306129559215,0.00014203021735337265,0.0000023339286220338026,0.10939099103254307,0.000027408823765609686,0.3906785353923105,0.00008837705207539013,4.94402899601689,1.079273992970019,0.845027377536372,1.3725871352077776,2.198863778067047,0.8965441454314665,0.9181941690513911,0.6496244201616278,0.2828043449382461,114.7497638775681,125.85219478941471,390.1604059060698,1.1765563376726946,52.980662953635715,94.46124937878889,1736.9884536127608,174.4967479558782,480.22884484924305,1214.4935204487388,115.68845753936371,39.52166331355265,6.5442657659723995,65.04863107466545,22.042166293738124,940.2343667955178,140.23041435323518,2730.8523702425855,22.304729863155465,79.18916518019908,1152.244570730069,5145.953605599422,580.6206626050479,1200.1907304756642,1709.7496507106723,82.24353877529059,862.4584682951584,47684.38243239274,7589.1699673814,392.48962798003066,206.99070683954747,131.2669663139937,2667.268660159334,6895.4507082145155,1265.093617123774,157.2081787608007,898.4510367190277,1899.3202108034102,11412.572439361005,4565.982400268651,370.2875871654848,504.05108994994947
0.00008651578923351418,0.0000518493109911336,0.0000010822581005150732,0.10947235731438025,0.000027427447612178805,0.36142628687460343,0.0000912875605514223,5.672520901800364,2.51915779843391,1.466774124913564,1.6800127620153569,2.2698850243930697,0.841649640395784,2.1948845472567404,0.23281661089539668,0.25717494019710546,99.26512196118958,190.60513296418546,313.3530747232967,2.0725278507525458,62.4579328998543,318.2329023284774,1279.136173273707,194.28693914189662,468.619464458024,631.08537333046,86.07319036322617,30.25002990396444,8.331314266472996,169.75305597712747,10.092887711754994,1268.630591760491,177.3496741070268,2730.90297878523,14.237092492423143,76.97682374141999,691.140747863821,3079.854414972661,636.6968448352616,479.23101528509517,1145.2504328309287,29.353900649001428,809.3739894876533,14234.357587352866,7757.482985054391,1516.2398788461671,127.20262947003204,196.983093767468,3557.6533812261346,15198.761240224814,280.24081104390166,179.4941126973762,729.3187995886219,1306.9513765096947,12262.52107336269,2170.3024242749684,279.4915709074164,831.4876373764653
0.00008620009564243621,0.00004612466068464248,0.0000010786673014711748,0.13244272399136375,0.000027425171806210683,0.36496518174866094,0.00009239243807201624,5.294031553959276,1.7009976745236823,0.98673686614009,2.0041579914096728,3.919921557001759,1.0219229507942453,0.5878221519710717,0.1565290099089255,0.2235280996635552,151.93325678629003,121.2498175495663,294.2893800506903,5.152748743690159,59.161805074237535,51.16037326330234,1371.20219958157,192.10639690875962,488.28348681742494,504.08210471830233,118.97657608420622,25.205057880219982,7.535748985995559,69.42172749128747,3.802320639222579,1760.8648985011066,488.1200404492131,2838.5928389565756,10.728356347806908,59.97881155414239,8074.802493150934,2987.893590896961,977.2758371338106,1413.1021478308342,911.1500625078753,40.58823524242683,719.0419701314203,10520.995957735633,7124.592888343637,365.3852226687529,143.92897263590126,215.78880401563146,2422.256085127179,6865.002879297802,244.4262494763608,212.56955133542394,8915.81895486857,1025.7169432928065,11161.181941724288,6615.729817030864,401.67602233895565,519.3489762987298
0.00008894637058861336,0.00003708825199861915,0.0000015896956668740393,0.020748950501906824,0.00002732006261416106,0.36800105859379084,0.0000937663479752852,4.903414725736762,0.8133736910231797,0.5484129209929081,2.002718925878702,3.8801370710703074,0.7714242601345914,0.4505016161205972,0.26720539829573253,0.20981654113582257,114.23100972307861,138.03471153068884,365.5178892840579,1.696006401151024,52.55938413190367,92.3211787407912,1157.2026462321228,442.6086582657371,414.53671504180693,694.5543436246792,87.77049194900364,45.408933175994946,10.616364219666185,73.95388972490738,6.119605604619718,1341.8150263696493,381.34626263425025,3476.24115370747,20.009078385412636,282.2537107536814,935.3561861472773,3945.137242388335,531.2862869729844,311.74600373635656,1200.6779205824973,27.04005737618294,1438.225240839034,9594.747640768162,4646.454036274794,761.5754959029535,132.27767101856858,308.0980743490292,1888.552541222442,12254.31792910117,428.1672480784808,325.7438261435159,5363.44302994785,2304.1739970310523,11949.488013647915,13523.69817368187,186.46855373972565,487.14055087650144
0.00008542502569411882,0.0000900833179276584,0.0000034706987504468747,0.03279787172025156,0.000048236641930273217,0.26598162684750637,0.00009176404306719437,5.022079717585774,1.9446038018841727,0.670405337400521,1.0258726734393273,4.449077204160384,0.9127429054497103,0.5260683443122972,0.13003818754166688,0.9058534836874849,204.02239556989045,112.80486154595683,310.94698914633193,2.0331866927481004,55.11536345604608,74.33325097800873,1624.4848483480314,210.02229020202913,361.3693936922828,1115.131773519924,246.82216622012854,44.29623285416658,6.722460304981417,73.20242592562188,3.7655597302395014,899.1948113724592,120.49943158240664,4973.99839961805,11.19135000492041,102.0957612351631,932.1769654424401,3241.4980418540954,581.4354368909583,238.3003951736484,2889.3344302871888,27.70922113580577,751.2708576736317,14444.621227821974,7538.609024186659,396.23818328520156,164.06853309229265,201.70078897173798,1769.067161745936,10770.28871783787,238.39323911074035,339.60352137087926,665.8192539423283,870.114976591861,11499.86347624662,2481.912420958692,503.78888037781985,994.1969560380473
0.00008504371412879303,0.00008862005906114961,4.77748668507547e-7,0.018904251773081925,0.00004083815530696393,0.273571302394158,0.00009415541359379284,4.919099699907416,3.1664597029848096,0.8841638757690097,1.2922502784791572,4.686934447194294,1.0225492178373046,0.6208727253834435,0.17158057293362403,0.46322119256361716,109.786580252156,209.1463363530553,378.61491010345236,1.4422462220094356,32.256209308380306,99.69644544282826,1160.4567529979583,243.53711038254664,724.6443053840787,404.85500294247504,96.94721711341342,17.60524092720787,9.357022683064804,74.71920416847352,2.7315966746057714,947.8655775705727,138.80900125952172,4198.28096944473,12.53899592675867,53.507921250016466,1029.7237285747112,4858.314101620773,783.907739978721,284.5260809401975,1157.6092951732473,22.696302770886973,608.4180000075812,11314.49814888976,5766.812843643586,338.7904489801263,161.30202206183938,192.87960680082537,2446.44319081628,6333.689642837824,206.3712576414278,144.61261278074994,608.5021709688319,1029.3823779530896,13002.738846740134,2087.4675764738017,288.99331144107254,2097.960690833032
0.00009215821787801661,0.00008819728830930857,9.521636857113674e-7,0.02132238934050398,0.000036152477902591946,0.28762129567678757,0.00009652645841705062,8.975181939466799,1.5416765421893757,0.48055941695086096,5.255734167241756,4.1974986389993045,0.6639509375230807,0.8563678055490952,0.14576213000580432,0.39022867949693774,81.05810190112489,137.51620807821706,302.35421562859136,1.3546998118013984,40.33785094358602,60.1301467088412,2125.5274334892447,140.66646561177043,468.0360061464648,396.06995684489607,110.28132327995148,42.146787488370926,4.969651083423135,309.9176409722884,2.7347696497989937,984.0919788725666,116.48723937014299,2952.948065456738,13.256742139725317,105.31662019883954,893.7317235187944,5375.10117248477,520.5728689553853,1420.4220850959857,1015.5904609332207,26.891117251492307,737.1231497816054,23611.32770175093,9740.097644475478,403.2266683671157,161.44415933733242,146.25868089268494,7042.898343897366,9961.019708525593,439.21113141697583,162.49739484763708,591.3470876455275,1733.6095825134275,12774.43374093563,2117.513918140944,242.05881127192455,440.18311420557797
0.0000959867806298122,0.00009201372001344146,8.694039016921046e-7,0.022537168992011754,0.00003266255515927484,0.31227060779119514,0.00009612073062272231,3.4579159343039487,0.6210059777553963,0.41385923267617764,2.2379458139423707,3.5335685500177547,0.9025809365880451,0.8233132925326524,0.22295664809045473,0.18386891024200644,161.3859435548842,200.1188119892801,271.0269720988698,1.1564593420054008,30.928621057364566,52.46825191843562,2554.903870410851,198.77093046208682,2296.1031555830414,318.0123926702282,147.6766906990503,22.948582499131447,6.076848517217508,52.21425099851576,2.441191895121189,1984.003369572613,132.73610668565098,2236.644315374327,12.58637854918794,94.7557891286036,777.7842793326033,4755.78775594629,420.8322160321437,1106.9504229754116,1739.0182554661837,57.48057446590188,743.2389878332714,15981.688814695806,5633.082679844146,487.14663559654434,156.52453926670353,983.8835484492289,2745.0219546433023,9124.957244995327,326.9191919016105,119.66005315154258,749.1777088697822,1228.6614301832578,9694.068641479087,2902.6946490703485,246.40309511071337,990.9251725711016
0.00009203233584969598,0.00009416945440717806,1.1903767786009599e-7,0.009901589617503388,0.000023916084612788882,0.3089196762391401,0.000027356814052482358,7.07508094573087,0.6176690480681305,0.5365051274631972,1.8167109265489156,1.7724939515780813,0.46319794848238055,0.4233655787579084,0.1467434694196036,0.1570164853102476,101.53501167823597,87.63121023969383,248.86812662466693,1.3383589511400802,41.95834222079228,63.86469651514604,1318.283382786201,111.81067711640623,1790.871343563793,472.4462414670228,185.9945847598545,63.03482113034147,8.030885346223611,47.69974016189091,5.334296014355946,682.1724234132049,143.61540590521702,2272.4190564312726,56.697139019433955,66.90060986415656,602.0551454314677,4280.753266552224,669.9110299561112,4900.304449360985,1305.9680092951073,50.561522382976726,1445.7564126422174,13506.048747347882,5814.412045502945,447.0580647730857,125.87297776632708,190.80331201173766,1376.7952836395853,6529.588844275389,1330.3402442005417,145.52395985963852,753.0205831780731,884.338967858224,12875.87661619687,1768.5604857425485,246.19295619969597,595.287916937309
0.00009096883570985847,0.00009643210688907348,1.1795242277709471e-7,0.012653249766999044,0.0000239264715906547,0.2415033784040867,0.000021908021055571485,3.4285154134117155,0.7630420737238579,0.5469970011632131,1.5773581920169297,2.305066073400524,0.6189136336728859,0.5755029397734965,0.1506534657974651,0.14932986747613053,158.58010757901081,126.82667730268508,286.3077514926375,1.3410561328226258,34.2771518814632,295.81861062020056,1307.847099703374,146.33783458573473,2175.6363270658862,547.0760195468763,91.89307692204794,34.85611311138616,4.153560969173155,59.21071853750354,2.9522549301379555,964.2781168883391,89.13560846509306,2323.5241344611895,10.062739092958129,54.834542503402005,681.0996025684349,10486.321248921784,571.3539925900558,603.887016487014,1079.2546419040802,31.191120802276686,4139.38212648541,13721.290277565011,8355.720073555169,482.7273933264572,275.48508341327107,227.55232006366148,1963.535275671192,6812.029710806035,248.39226034753744,208.13289596561805,827.7557197906322,875.6583972015474,30072.97664828981,7109.066294382691,177.12187300833264,562.1772309028878
0.00009669919552391359,0.00008295967993164192,1.1780828395003369e-7,0.006387560338147973,0.00002993173204607402,0.279956386402636,0.000014562673746167078,6.172937504948883,0.7428667336493417,0.6346597523858573,1.6291971007080714,2.1601281096814176,1.0958514094350922,0.3818360966358511,0.105698893938303,0.14039466053648084,140.02902310475736,407.7580434872155,249.80066524312133,0.6446334700114682,27.40072050568316,53.66149662124143,1265.2483365053895,430.15236112949725,1386.244838843356,392.73847383716816,73.3160454063785,25.26265112835079,4.092577123225364,47.668833853026726,3.408756489380041,1327.9364859903487,108.54761044690704,2547.2328579509026,21.88464321481133,190.35175253670656,763.3809374525504,3034.1069633439083,791.6815740686118,251.37370498092858,1111.7172261862022,30.974165204068633,3303.530029807483,10127.901708158264,7590.048619762652,389.0245573616461,545.8407984961009,174.27905081479233,2948.9986525104955,6016.5530326172,241.19937845171233,202.76696038588813,621.3661678837245,683.7499806006891,15353.387977186423,1874.7216494240954,244.68741752423958,885.0485754513985
0.00010063675200979549,0.0000831978622574642,1.1706683144551998e-7,0.01065315102473027,0.0000913418439445524,0.2265417413858409,0.000014488034232062237,3.133577680226994,1.611932228477349,1.5001757994294014,2.242581821303961,2.2753603784010394,0.5137505496753286,0.925131957798751,0.10234990460217974,0.09137535355717824,103.48400359727626,133.095367884788,336.55690660622145,1.0185054671679676,26.52683827683582,57.463159547696016,11785.569297987917,160.43290689186102,394.26463110657954,640.4628265226806,92.3184107527003,105.02201783734722,8.879054347264368,67.85076869225414,3.2413510121437605,898.4143436722713,85.77963355110907,1858.7848887822274,44.449763065968035,63.54677617619158,1081.16144157134,3564.1953489882453,503.878412545398,230.7202303621964,1330.5917695090247,31.49042607600409,664.0874980760844,20927.30523583204,8781.983375210995,742.2351008559237,133.09847627672815,125.22553115421182,2313.0728076408423,11873.286799253508,824.7263457734359,166.75340542596797,2072.83948742152,1321.1262302256666,6672.929934935742,1814.6689588401953,216.70514489824143,338.48386711887395
0.00010071747359380492,0.0000970046523821902,1.1682722122296922e-7,0.00368415937434718,0.00009351734637293904,0.5291213132268564,0.000018236105867230783,10.116820879007046,3.1335285145735208,2.230776656135481,1.1387549358196842,1.701397637285253,0.677360516238086,0.4838387979029843,0.12612925046245071,0.28745415132184615,94.96744158473632,190.0485218939626,502.30087584246166,4.046858372709736,28.235249730106226,49.47581427141227,1335.6517876361356,150.3807992896348,513.1484551439344,1114.9499585137814,92.19298595436278,23.050742622151233,4.247864481211499,90.92973159468656,3.7779296977659818,1255.4231354511103,79.99743869744697,8734.542086022568,21.977508893294615,48.51281167746161,801.1586860162566,3346.322580101199,757.9746132417132,217.7742580620283,1526.2932501675505,23.619712717130135,577.5926607083269,34750.533744358145,7866.4627088884645,307.65721572129,356.9137495318531,739.5593289327113,1563.2780556204814,11729.99799060378,271.8352042256321,249.53031827565803,1370.1766554131077,950.1959269252628,21621.887970116204,2288.894601918949,190.0983434845967,369.7740775866612
0.00009964938651267928,0.00008289323976424007,1.1691166933409445e-7,0.003393727977691069,0.00008866004113247393,0.21247226022747825,0.000010086912641831072,8.924463182705342,0.7542417734684016,0.4583024851635628,1.5055037859819664,2.8233792208289086,0.4917132231962963,2.174911669186608,0.14839070257976167,0.27858365188556905,79.75420496707788,91.6574359758741,258.6225006414975,1.0857266566759336,28.3037948815481,85.55687294763541,873.6556738133468,430.939227095217,392.0349768037901,340.14538220643084,271.89463127196245,19.502220727766606,18.863370334898093,48.72698067343817,4.71305040744495,760.5203456869898,99.84932528182813,2214.339053106943,20.205756108740545,72.47375519577272,716.8869501937345,3621.410771006905,396.5760822782013,330.9170527801626,819.8692726825838,53.54259527777391,2604.111361468894,7400.807914861948,8345.28088720712,540.4053578904759,213.276773534822,144.9409931496224,3405.735505169694,4309.878907258114,388.8625875024889,291.3027549082058,512.5365015598602,594.2201679595743,21706.797434426826,1708.6218360067248,284.8663884080483,313.6643237263373
0.0000864461329029297,0.00008219448575915097,1.1685282056479228e-7,0.0054861707511018355,0.00008725746417095011,0.19962165207505256,0.00001016542672073785,3.203898928685632,0.8411121690303661,0.4587720674625786,1.3019488032228308,4.092121771779546,0.7907451463695688,0.38756015335647487,0.11328038452230454,0.12044519401321309,132.8361338292117,88.52622640912898,399.0471179312197,0.864154489105352,28.387243561182945,56.70348343432223,1191.102338504864,154.28606329376314,423.6768858472212,782.3370880238223,86.25957266397928,23.104557745041653,3.795806804812845,47.18514525799457,1.955155445767057,1372.248337137564,200.91393848198945,1990.3441050195936,13.135232662579625,48.35493567887445,597.8763929509646,5487.653328147156,856.3719962721316,248.654408573959,1754.2907849963076,28.492337777724977,528.3035923712802,12699.63899004652,5510.476646482325,465.6367720820498,227.64212853977585,701.2137698269903,2074.8325867529857,4188.777446489418,966.0108491364272,121.61298983164971,688.7266242713048,1406.1256905219434,5966.563726881831,1823.4379523910557,339.47701119703015,341.4816094224239
0.00008396528560709871,0.00008995223527772028,1.1683424784846594e-7,0.014653756803397703,0.00008883226025866139,0.22973462892473118,0.000010188407381177713,2.8282274903088376,2.776339975080235,1.0849914252692856,0.8223077475991082,8.904647434355681,0.45894086686959085,0.4606082382802917,0.0969628235794827,0.09788361240837584,361.5733454538892,118.72820366778856,350.1078086376307,1.030656648468652,58.02985062480132,53.56044518156885,1289.6596256598152,151.22743495814763,630.0561515917068,309.6079221573815,280.09688330101994,29.644823558927886,4.000536515841872,43.555293085938246,2.540560704313826,882.3412843531913,87.17640626997492,1974.1655771908725,18.64765978083706,53.12776623534923,630.7250447980605,2909.0609597972098,405.65544940474507,524.6085718165366,1030.9320039183635,23.927251124088738,753.5979898352924,9576.135236437145,5894.92277367951,569.7907663945159,134.5411645837454,114.60212773528029,2469.4997456279034,9244.28272608688,241.76855446177456,107.00958333241515,457.4673859468296,1934.9845633779507,7981.971455467918,2796.0982211037513,281.5099481407186,318.97417493786463
0.00008628916500000456,0.00008852846775075029,1.1668036906996867e-7,0.002965910729147825,0.00008615188798364024,0.18113681376463314,0.000010189737546695455,5.213098111882801,0.6620669757465368,0.30298136066229014,0.9829339526926004,1.9706487082354283,0.31871005939485625,0.7241591877647771,0.14011561210829857,0.5533581745742763,152.97591084117994,309.7375794935992,261.2725355058834,0.8930243237139133,33.42884728800079,65.59149488880918,809.3508053352176,159.08041397066958,336.6955251388007,291.61675722842733,167.4936800210195,24.299799909572535,5.619307315324511,55.8206585737614,4.426966103817057,1252.5710558385529,143.17968788447115,3300.6934903515403,12.654234577996485,40.00586976861201,887.0297262213171,4245.19330824895,750.4585131220314,5028.740614881436,862.4708491815355,29.75378654448561,1112.3730621423933,19347.747643982068,11639.330900891728,337.3117507708364,478.13123421921335,116.37377645403888,4848.31793603806,12780.462519095212,210.31262113957365,226.3759040888298,739.5469675329258,814.1593096744301,5459.465350107945,1309.8503819371801,198.1663046105275,616.3466230439448
0.00009102796404244629,0.00009031338548345436,1.167506363380136e-7,0.001940587706329268,0.00008831711144306566,0.23180587482732304,0.000010224021056829949,3.162921133980761,0.8761957995301435,0.41771520577797594,2.5605540439291605,4.42162134102099,0.37999901679153375,0.3714798215921213,0.08995656607009388,0.12658955532496802,75.74405364093933,75.78073237949589,237.07752871219634,1.6649757881920413,37.40127486601456,58.473577157460134,1408.8847175580895,103.29879801245286,327.15231075442836,327.6189182776826,88.58754356510799,133.18000131921272,3.210913114306334,176.43600544682621,3.9171773841510085,2511.86638750253,107.6657823503929,3243.5596361374505,12.894397424501097,42.04245254188259,724.0887242044811,11011.796213931124,518.9429230244139,313.4590943961271,1359.1989409625285,20.35027806392711,691.748710710405,12020.794092330805,10687.448565373807,383.24896871507394,178.026831074419,202.58953228870325,1767.9499096239465,5348.6272788322685,166.38684020160628,160.960427842286,549.537252462636,1597.803393636566,6922.799388984893,1459.273099198654,229.19338562469696,597.8719000424896
0.00009447062598626141,0.00008536778839653848,1.1658803964795608e-7,0.010503439890598099,0.00008774196356550888,0.20488351530161383,0.000012174993492812278,4.122435688002963,0.6606236094397095,0.3698217783607689,1.36224916745452,2.0816059960851003,0.45419357764027474,2.1182780484554224,0.17143902268350586,0.07852100897306646,67.44965354490445,150.55608919417455,265.0682983321583,1.1637153356538075,43.30060170089994,150.86796230316176,1116.1028196463517,124.65990767362727,493.5933142318897,560.5623949853607,79.09282343074292,15.208279285350029,4.525870210159916,58.57883064706156,2.2618617844205198,778.4464135047097,66.97751414131073,6610.257361417407,10.23818785359039,63.462812842568475,911.8465516234126,4987.264317371455,456.36851275661746,308.06618909573416,585.9149758487471,32.86278895734383,3338.879381417296,8393.831776710287,5979.858399084054,499.5829054602796,110.08414751279048,174.17920790626556,1326.0342271553277,7792.177299935846,242.09394564426813,206.505595219151,966.2454716455918,922.5767206056814,6794.978898749365,1688.6118505581608,363.83032066285676,284.8677356656481
0.00008983512935722474,0.00009651013481836984,1.1610890679976806e-7,0.002498974782592909,0.00008851220335481924,0.14477528316241714,0.00001207431310449026,3.9470459154460373,0.619270266571085,0.38134368347613157,1.8422540776739542,2.2967055585589464,0.4824009173697635,0.3757612395637793,0.07486097381400593,0.14745605232694967,74.13524944355937,88.74619305325949,257.3926319995025,0.8225103552305681,27.486451726687488,42.67485367472793,1587.928837384598,112.50358668864877,366.9369195142864,643.5775833622025,72.86553646977964,18.957422793829306,3.8947670577758617,67.79005964099811,2.2164915357360564,1443.7057301454026,94.04715237738543,2174.473240324077,8.898552625008284,68.73237164757793,979.5948772980037,2358.752502806226,446.756935412365,191.74295186983605,713.6974954618021,46.19427864793804,640.3219921871797,12324.46484797613,11926.033791245816,416.6644301753337,209.54750081372367,119.92711330863328,2968.4780821130676,189785.95717433142,244.438097732538,441.8154035628414,991.6947871143077,1317.399984965227,6531.487812500519,1507.072394206421,176.00357289960934,920.6010618204211
0.00008601402316254178,0.00008656453278584756,6766604.993316706,0.006678615272722225,0.00008765216661442313,0.15910281791568326,0.00001201780462777284,2.820624509570986,1.4339916238548833,0.6926374805058357,1.3356683619932683,1.7964987590952513,1.0612815617973514,1.4954815793737597,0.11910695877055447,0.11890342009253829,88.87034443231633,88.91344872172336,251.65615186394294,1.003654215060233,119.48614604433135,72.56690728919877,805.2216812111602,121.0510548301728,427.1590911483958,415.2875941697887,156.6150457535104,21.49308239904291,4.116557010505972,59.726399126770666,2.377310009321981,647.1727079045492,70.14621021934241,2946.640382337566,8.6754468864558,37.97784935885146,575.5066050360675,4749.038986164605,337.3682952634096,250.13224563076838,901.2210145399745,20.465699456899067,833.8485847398865,6932.9879178065785,9223.581104747882,474.68295223827295,117.12221269983424,568.3537255362472,1430.5678004217673,5362.868202330112,292.5840416531417,152.83892309219215,457.9532582304196,834.3369997442838,6933.48267263605,2316.7320528120454,285.1235805727736,274.47557055161343
0.00008310756375469369,0.00008931952649098437,1117.4957572480482,0.001659677771995243,0.00008833093115237363,0.13523081473928034,0.000017967853435485313,4.649199870038983,0.7959354623415357,0.3674871271029484,0.7115346435182096,7.404726244999275,0.39461883030985406,0.3409861592966143,0.07329628613084141,0.10674077543656009,70.84881379350583,78.22845060216662,336.18597805717275,0.733908088043857,24.97966228014447,62.64966314238413,1200.237800163839,114.45318189341903,237.05965036548744,536.2209909909476,125.31486089644903,45.91030023655366,3.4266527779478078,43.88406160871155,3.568267337867495,883.9587938512159,74.1111349672991,2223.8872671340164,10.592868453779737,57.244903296064116,494.4925567931369,3987.6935602202766,398.46533285608496,182.0769783958994,1362.5829148669122,18.378493290370756,980.2208832520906,8531.049116648564,4475.073734634643,323.2918638392768,91.86712933258895,130.31082371333108,1628.3697563053142,7366.113320805105,277.86868173707296,247.61760463682202,494.2440630723751,1376.1888493477911,6752.856041324905,1235.9060241374093,413.5588852476769,395.1946885849314
0.0000981567574143912,0.00008597031261198451,2.063122979193877,0.0012472524134026206,0.00009032982082212245,0.18416790402720168,0.000017623896351839924,3.9874270693814275,0.7036151379855204,0.3183742341139271,0.7339522512408886,1.0155843027824565,0.22377156971866372,0.5931732356193598,0.10668244650200294,0.11550661943027457,99.64265136142745,76.32130083543751,254.60152734091702,0.5790753342333957,34.160487025533044,62.73131483508251,959.5135473967149,113.24465173195925,2027.7609496778946,414.6783866370739,67.61314666551563,15.070829042018273,3.0130901254770652,53.14116933997192,2.0531020122089743,1086.3378165102795,72.44352412069742,2300.853678028434,37.643441044852956,53.06923749681964,595.368198114784,2492.3401686518487,599.8573856416809,484.55185146777205,769.651335235762,21.690787028445897,536.7658678082851,30425.198399118082,7187.408105176606,457.502526804394,156.53366806632238,460.19545567784655,1617.19140888952,5085.26678898126,213.10005659071302,119.3181652219254,502.08721823204786,490.02803979892565,8785.462003276898,1760.5444806422618,162.256725741015,345.54155425456025
0.00008654270350711886,0.00009115411660664969,1.5334989739633715,0.0032420259512919184,0.00009046193495333861,0.14753684089599192,0.000015316470300066283,3.3395933786794134,0.9907336240504897,1.1638203215814171,1.0883942420704749,1.4406844169751793,0.3073864953717648,0.35168110951263537,0.08039439876134911,0.060423368726053396,234.23228799272877,65.86200161769807,238.08975808691167,2.9403416535247473,26.090777749997397,73.84524354087081,872.8218843560098,145.31345476316523,479.4139846842057,271.21011035779225,50.45067752113435,15.245365764535023,2.986225640562163,53.61732372169151,2.2499639542163563,689.2530427707538,76.07095018239039,1510.802364890824,14.413443287115774,132.99444291927028,901.3576687963267,3828.882923588711,542.5914202570922,484.35066732214796,2967.4471396128347,16.237231288806374,503.3650740720686,7082.893116832162,42509.10330095745,840.2450789532149,134.61823923015302,103.02572493394065,1660.1970679123365,7605.476338174316,237.7900470477422,255.86181422589652,420.49428940519414,965.9959907224372,12648.618567213116,1807.1500712280397,320.29060349915886,503.85604204976465
